Record_ID,Sale_Date,City,Neighborhood,Property_Type,Bedrooms,Bathrooms,Area_sqft,Lot_Size,Floors,House_Age,Garage_Capacity,Distance_to_City,Crime_Rate,School_Rating,Has_Garden,Has_Pool,Condition,Heating_Type,Target_Column
381,2025-09-21,Thane,Thane,Villa,3,3,1173.4,1587.5,1,35,1,23.5,2.9,4.9,False,False,Excellent,Solar,11762916.32
382,2025-10-23,Nashik,Nashik,Independent House,2,1,1670.0,3810.6,2,19,2,34.5,9.2,3.9,False,False,Good,Electric,15448390.29
383,2024-09-21,Mumbai,Mumbai,Villa,2,1,1520.6,2660.8,3,19,3,17.5,9.2,2.6,False,True,Good,Solar,14496022.87
384,2025-02-10,Mumbai,Mumbai,Independent House,4,3,2273.5,5236.9,1,3,2,24.5,8.8,4.7,False,False,Good,Gas,21383786.74
385,2025-02-03,Thane,Thane,Independent House,3,4,2121.1,5153.2,3,37,2,20.4,1.8,3.8,False,False,Good,Electric,20636479.57
386,2025-11-30,Nagpur,Nagpur,Villa,2,2,1547.4,2586.9,3,28,0,20.1,4.4,4.8,False,False,Good,Electric,14705771.86
387,2025-12-02,Nashik,Nashik,Apartment,2,1,1027.0,1179.8,3,38,0,27.9,8.1,2.7,False,False,Poor,Electric,9103671.92
388,2024-10-07,Mumbai,Mumbai,Villa,5,5,2770.8,6680.0,1,5,2,9.2,9.0,4.7,False,False,Poor,Solar,27327887.59
389,2024-02-23,Mumbai,Mumbai,Apartment,2,2,680.8,1534.5,3,6,2,20.7,4.2,3.8,False,False,Poor,Solar,7299049.2
390,2025-04-07,Nashik,Nashik,Independent House,4,4,1832.0,3492.0,1,20,1,10.7,7.4,4.3,True,False,Good,Electric,18669758.62
391,2025-07-25,Mumbai,Mumbai,Independent House,3,3,1810.1,2205.0,2,12,1,16.3,4.4,4.5,True,True,Good,Gas,18834294.0
392,2025-03-21,Thane,Thane,Villa,4,3,1828.0,3037.2,2,3,2,6.8,9.6,2.5,True,True,Poor,Gas,18676874.35
393,2025-02-22,Pune,Pune,Apartment,3,3,1553.8,2540.3,2,31,1,24.4,10.0,2.8,True,False,Fair,Electric,15054700.65
394,2025-12-26,Nagpur,Nagpur,Independent House,2,2,1549.9,3189.6,2,37,0,1.4,2.2,3.0,False,True,Fair,Gas,15396948.99
395,2025-07-26,Pune,Pune,Apartment,3,2,1643.7,3898.1,3,30,0,1.2,5.5,3.1,False,False,Fair,Gas,15725459.85
396,2025-01-04,Nashik,Nashik,Villa,1,1,346.2,534.6,3,5,3,6.5,2.1,2.1,True,False,Fair,Solar,3864584.52
397,2024-06-01,Pune,Pune,Apartment,5,5,2048.1,4812.5,2,27,3,30.8,2.4,4.6,False,True,Excellent,Electric,20458129.35
398,2024-04-05,Nashik,Nashik,Villa,2,1,1449.8,1677.6,2,31,3,18.9,2.0,4.2,True,True,Good,Gas,14782435.34
399,2024-10-18,Mumbai,Mumbai,Independent House,3,4,1499.6,2095.5,1,37,1,17.2,1.7,4.3,True,False,Excellent,Electric,14556767.67
400,2025-11-02,Mumbai,Mumbai,Villa,1,1,693.9,791.3,2,9,3,18.7,9.6,3.8,True,False,Fair,Solar,7115571.69
401,2024-09-18,Nagpur,Nagpur,Villa,6,5,2589.5,5978.0,3,13,2,13.6,1.5,2.2,False,True,Excellent,Gas,26418404.39
402,2025-01-11,Mumbai,Mumbai,Villa,3,3,1678.8,2130.2,2,9,3,29.7,9.3,4.7,True,False,Poor,Electric,16339201.69
403,2025-10-25,Pune,Pune,Apartment,1,1,863.6,1930.5,3,27,1,17.9,4.8,2.1,False,False,Poor,Solar,7715582.73
404,2025-08-05,Nashik,Nashik,Apartment,2,2,1081.3,1309.3,2,27,2,6.8,2.2,4.7,True,False,Excellent,Solar,10652854.75
405,2025-02-06,Pune,,Villa,2,2,1910.2,,2,36,2,23.8,,,False,True,Fair,,17916217.51
406,2025-07-01,Nagpur,nagpur,Villa,3,3,1029.8,2297.4,2,39,1,9.2,1.7,4.9,False,True,Excellent,Gas,10823651.62
407,2024-05-18,Pune,pune,Apartment,4,4,1768.8,3743.4,2,38,2,27.9,9.7,4.0,False,True,Excellent,Solar,17786780.27
408,2024-06-19,Mumbai,Mumbai,Independent House,3,3,2472.8,4969.4,2,9,1,4.4,7.9,2.4,False,True,Poor,Electric,23811725.69
409,2025-08-15,Nagpur,Nagpur,Independent House,2,1,524.7,793.8,2,12,0,14.0,1.9,4.5,False,False,Fair,Gas,5663574.07
410,2025-10-25,Nashik,Nashik,Villa,2,3,924.8,2228.3,2,39,1,28.9,5.8,3.3,False,True,Excellent,Electric,9216688.3
411,2024-10-27,Pune,Pune,Villa,1,2,983.0,1110.0,2,27,1,19.3,4.9,3.5,False,False,Poor,Solar,8752932.91
412,2025-05-20,Nagpur,Nagpur,Apartment,2,1,1228.3,1707.4,3,39,0,27.0,2.2,2.6,False,True,Excellent,Gas,11417327.04
413,2024-08-17,Thane,Thane,Villa,3,2,1254.5,2834.1,3,11,0,32.5,4.0,2.3,True,True,Fair,Gas,13111464.64
414,2025-09-16,Thane,Thane,Apartment,2,3,1580.3,3075.4,1,32,0,37.1,4.9,3.4,True,True,Excellent,Solar,15087338.22
415,2024-05-21,Nashik,Nashik,Apartment,3,3,2055.9,4358.0,3,10,3,30.7,5.5,4.6,True,False,Poor,Electric,20291601.18
416,2025-03-07,Thane,Thane,Apartment,3,3,1506.9,2723.1,1,18,2,15.5,7.8,3.1,True,True,Poor,Electric,15323085.3
417,2024-11-18,Nashik,Nashik,Apartment,5,6,2429.9,5883.3,2,23,1,31.0,7.5,3.6,True,True,Poor,Gas,24382968.89
418,2024-01-09,Nashik,Nashik,Independent House,3,2,1392.3,1644.2,3,36,2,17.4,9.0,4.1,False,False,Good,Solar,13127936.69
419,2024-02-07,Mumbai,Mumbai,Villa,2,3,908.5,1828.6,3,39,2,35.6,8.0,3.2,True,False,Good,Solar,8899738.99
420,2025-03-08,Nashik,Nashik,Apartment,2,3,1908.1,2933.1,2,35,1,1.9,9.0,3.6,False,True,Excellent,Electric,18226595.88
421,2024-10-18,Nashik,Nashik,Independent House,1,1,1463.5,2529.3,3,7,0,18.7,9.8,4.4,True,False,Good,Solar,13986268.92
422,2025-03-11,Mumbai,Mumbai,Villa,1,1,912.1,1747.0,2,33,3,4.8,7.4,4.5,True,True,Good,Electric,9387298.3
423,2024-05-27,Pune,Pune,Villa,4,5,2162.9,3950.6,2,35,2,23.8,6.7,5.0,False,False,Poor,Gas,21280477.82
424,2025-01-13,Mumbai,Mumbai,Apartment,5,4,2087.9,3627.9,1,13,1,37.8,4.3,4.9,False,True,Good,Gas,21221143.98
425,2024-07-06,Pune,Pune,Villa,1,1,438.9,500.0,1,31,1,31.6,4.8,4.8,False,False,Excellent,Gas,4574777.03
426,2025-10-13,Thane,Thane,Villa,1,1,1321.3,2513.4,3,30,3,36.1,8.0,3.4,True,True,Poor,Gas,12287296.44
427,2024-06-18,Mumbai,Mumbai,Independent House,4,5,1796.1,3005.7,1,39,3,14.2,1.4,4.0,False,False,Fair,Solar,17769667.7
428,2024-07-29,Nashik,Nashik,Independent House,1,1,1060.2,1970.4,1,39,1,30.3,5.5,2.1,True,True,Poor,Gas,9547657.92
429,2024-04-03,Nashik,Nashik,Apartment,3,4,1739.2,3109.8,1,2,2,18.0,4.7,4.6,False,False,Good,Electric,16983574.92
430,2024-04-11,Nagpur,Nagpur,Villa,2,1,1737.3,4226.8,3,19,1,3.3,9.7,2.5,True,False,Fair,Electric,16363728.98
431,2024-11-21,Mumbai,Mumbai,Villa,1,1,834.8,1198.3,3,12,1,20.2,7.8,3.2,True,False,Excellent,Electric,8257540.36
432,2024-03-26,Nagpur,Nagpur,Independent House,3,3,2196.8,5379.7,3,35,0,10.6,6.0,4.4,False,False,Good,Gas,20857163.99
433,2024-03-02,Mumbai,Mumbai,Villa,1,2,483.8,1183.3,3,27,3,2.6,8.3,4.9,False,True,Fair,Solar,5821073.55
434,2025-12-16,Nagpur,,Apartment,2,3,1495.8,,3,13,2,2.8,,,False,True,Fair,,15376926.42
435,2024-12-02,Thane,thane,Independent House,3,4,1644.4,3271.0,3,21,3,11.6,7.0,3.0,True,False,Good,Solar,16663173.05
436,2025-11-19,Nagpur,Nagpur,Villa,3,2,2104.9,3532.9,3,11,3,30.7,5.8,4.4,True,True,Fair,Electric,20529293.5
437,2025-09-20,Mumbai,Mumbai,Independent House,4,3,1877.5,3281.4,1,7,3,1.4,7.7,4.3,False,True,Good,Gas,19583617.35
438,2025-05-27,Thane,Thane,Independent House,4,4,2797.5,6619.8,3,31,1,1.3,9.9,3.9,True,False,Good,Solar,26797034.32
439,2025-12-10,Mumbai,Mumbai,Independent House,3,4,1447.6,1724.8,1,11,0,6.0,9.4,4.6,False,True,Fair,Solar,14546118.0
440,2025-06-13,Nashik,Nashik,Independent House,1,2,988.8,2269.6,2,3,3,33.9,4.7,2.4,False,False,Good,Gas,9098226.89
441,2024-09-12,Mumbai,Mumbai,Villa,2,2,1408.9,2322.7,2,0,0,35.3,8.3,5.0,True,False,Fair,Gas,14020139.49
442,2025-06-16,Nashik,Nashik,Apartment,2,2,1341.5,2588.5,3,1,2,33.8,3.2,3.4,False,True,Poor,Gas,13304439.44
443,2025-10-03,Thane,Thane,Apartment,1,1,1036.0,1687.0,3,2,0,31.5,1.6,4.4,True,False,Excellent,Solar,9859397.9
444,2025-04-09,Mumbai,Mumbai,Independent House,4,3,2421.9,5213.7,1,39,0,18.7,5.2,3.3,True,False,Good,Gas,23383359.0
445,2024-02-15,Pune,Pune,Villa,3,4,2037.2,4820.4,1,12,2,14.9,5.3,3.9,True,True,Poor,Solar,20873816.72
446,2024-08-31,Mumbai,Mumbai,Independent House,4,5,2311.2,5051.5,1,34,3,13.0,4.1,3.1,True,True,Excellent,Electric,23139773.29
447,2024-11-02,Thane,,Apartment,2,1,738.7,,3,4,3,28.1,,,False,False,Excellent,,7679966.42
448,2025-02-13,Pune,Pune,Apartment,4,3,2282.2,4551.4,3,0,1,19.2,2.9,3.4,False,False,Fair,Gas,21880202.02
449,2024-06-27,Nashik,Nashik,Independent House,2,1,1610.4,2764.4,3,18,2,2.7,1.3,2.6,True,True,Good,Gas,16025000.95
450,2024-09-02,Nagpur,Nagpur,Villa,3,2,1603.6,3630.6,1,1,3,26.5,9.0,3.0,True,False,Good,Solar,15778402.94
451,2025-09-22,Mumbai,Mumbai,Independent House,6,7,3224.5,4081.9,1,4,1,8.5,4.4,3.1,False,True,Fair,Gas,32515599.84
452,2025-02-01,Thane,Thane,Independent House,2,1,1422.4,3493.1,2,32,1,29.4,8.1,4.4,True,True,Fair,Electric,13750513.66
453,2024-07-26,Pune,,Apartment,3,3,1188.2,,3,33,3,19.5,,,True,True,Poor,,12361300.27
454,2025-06-08,Nagpur,,Villa,3,2,1138.9,,1,23,1,30.3,,,True,True,Poor,,12467265.41
455,2025-06-09,Thane,Thane,Apartment,2,2,1063.8,1739.7,1,17,3,10.1,6.8,3.1,True,False,Fair,Gas,10606410.96
456,2024-05-21,Thane,Thane,Independent House,2,3,1656.8,2596.6,3,12,2,10.8,7.7,4.3,False,True,Fair,Gas,16434778.97
457,2024-08-20,Pune,Pune,Apartment,3,3,1551.2,3491.1,3,25,0,19.4,5.6,4.3,True,False,Poor,Gas,15099498.13
458,2025-04-05,Nagpur,Nagpur,Apartment,1,2,626.4,987.7,1,29,2,34.0,4.9,4.8,False,True,Fair,Gas,6245011.35
459,2024-01-24,Thane,Thane,Apartment,3,2,1268.4,2834.3,2,31,2,9.8,4.8,4.3,False,False,Good,Gas,12268989.47
460,2024-04-21,Nagpur,Nagpur,Villa,7,8,3089.8,7351.5,3,38,3,39.2,2.8,3.2,False,True,Fair,Gas,31089064.3
461,2024-03-12,Thane,Thane,Villa,2,1,1855.2,3309.8,1,38,1,3.7,9.7,2.9,True,False,Excellent,Gas,17390785.48
462,2024-11-13,Pune,Pune,Independent House,1,1,991.2,1269.5,2,7,3,30.0,4.5,4.7,True,True,Poor,Gas,10643974.16
463,2024-12-02,Thane,Thane,Villa,2,1,559.3,1176.5,2,32,2,8.9,9.9,3.3,False,True,Poor,Electric,5169410.75
464,2025-09-24,Pune,Pune,Villa,1,2,774.2,1227.5,3,29,2,16.3,8.4,4.5,False,True,Poor,Solar,7374332.12
465,2025-02-25,Nagpur,Nagpur,Independent House,3,4,1763.3,2531.3,1,2,2,35.4,5.8,4.0,True,True,Excellent,Electric,18451204.0
466,2025-02-12,Nashik,Nashik,Villa,3,3,1709.0,2274.3,1,28,0,19.0,1.7,4.1,False,False,Excellent,Gas,16661782.77
467,2024-06-14,Nashik,Nashik,Apartment,1,1,1497.0,2662.7,1,29,0,22.4,3.2,4.9,True,False,Excellent,Gas,14415526.32
468,2025-12-14,Nagpur,Nagpur,Independent House,2,1,1330.7,2714.5,1,4,2,7.0,4.2,2.7,True,True,Excellent,Electric,13862747.26
469,2024-12-11,Mumbai,Mumbai,Independent House,3,2,1301.7,2839.4,1,3,1,15.6,3.1,2.3,False,True,Excellent,Gas,13086553.96
470,2024-05-03,Nagpur,Nagpur,Apartment,4,3,1717.9,1995.5,3,10,0,32.8,3.9,3.9,True,False,Fair,Electric,17243004.66
471,2025-02-24,Pune,Pune,Independent House,3,2,1734.1,2424.1,1,24,0,26.7,3.5,3.9,True,True,Poor,Gas,17565224.04
472,2025-10-12,Pune,Pune,Independent House,3,2,1293.6,3159.7,3,16,2,39.3,7.3,4.0,True,False,Fair,Solar,12127606.17
473,2024-08-30,Nashik,,Apartment,3,4,1051.1,,3,28,1,20.6,,,True,True,Excellent,,11199365.03
474,2024-11-21,Nashik,Nashik,Apartment,2,1,1881.5,2608.0,1,24,1,37.0,6.4,4.8,False,True,Poor,Solar,17931457.22
475,2024-11-25,Thane,Thane,Independent House,2,3,1819.9,2875.1,1,21,0,36.4,7.0,2.7,True,False,Excellent,Gas,16658265.14
476,2024-03-21,Thane,Thane,Villa,2,1,1630.3,4057.4,1,40,1,4.6,6.3,4.5,True,True,Fair,Gas,15678027.26
477,2025-02-11,Nashik,Nashik,Villa,1,2,1433.6,2185.4,3,15,3,38.7,2.8,4.6,False,True,Poor,Electric,13589495.54
478,2025-01-24,Nashik,Nashik,Villa,1,1,685.7,1485.6,2,1,0,30.6,9.3,3.8,True,True,Fair,Electric,7048721.43
479,2025-02-08,Nagpur,Nagpur,Villa,1,1,970.6,1333.6,1,30,0,1.5,5.5,4.2,False,False,Poor,Electric,8784405.29
480,2025-12-27,Thane,Thane,Independent House,1,1,974.0,2424.7,1,2,3,37.4,2.5,4.3,False,False,Fair,Solar,9997116.52
481,2025-04-11,Thane,Thane,Apartment,3,4,1961.2,2822.8,1,15,2,25.6,7.1,4.1,True,False,Fair,Gas,19329982.03
482,2025-03-13,Pune,Pune,Villa,1,1,513.8,1119.7,3,7,3,16.5,6.3,4.7,True,False,Poor,Solar,4866610.91
483,2025-05-18,Pune,pune,Apartment,3,2,1316.5,2620.7,2,6,1,11.5,2.9,4.2,False,True,Poor,Solar,14007439.28
484,2024-07-24,Pune,Pune,Apartment,2,1,1142.6,1856.2,3,11,1,8.7,2.6,4.8,False,True,Good,Electric,11805061.54
485,2025-08-22,Mumbai,Mumbai,Villa,5,6,2507.3,3141.3,3,39,1,4.1,1.8,2.4,True,False,Excellent,Gas,25024568.49
486,2024-12-11,Nagpur,Nagpur,Villa,3,4,2274.0,5014.0,1,37,0,9.2,8.1,3.1,False,False,Fair,Solar,21611872.02
487,2025-09-08,Mumbai,Mumbai,Independent House,4,4,2993.0,4877.9,1,25,2,35.1,8.3,2.0,False,True,Fair,Solar,27755965.17
488,2024-02-16,Nashik,Nashik,Independent House,3,4,1503.4,2737.5,3,30,1,1.1,6.7,4.8,False,True,Fair,Solar,15187995.51
489,2025-09-13,Nashik,Nashik,Apartment,1,2,858.3,1898.1,2,39,3,37.6,9.5,3.4,True,False,Excellent,Gas,7768931.28
490,2025-03-21,Mumbai,Mumbai,Apartment,3,4,1286.6,1717.9,2,29,0,19.8,5.9,2.7,True,True,Good,Electric,13422824.44
491,2024-08-17,Nashik,Nashik,Independent House,3,4,2198.0,4467.0,3,16,0,27.0,9.3,3.9,False,True,Excellent,Solar,21103142.37
492,2024-12-14,Mumbai,Mumbai,Apartment,2,3,893.2,1800.2,3,24,3,32.5,3.0,2.3,True,True,Excellent,Solar,9982353.6
493,2025-11-10,Thane,Thane,Apartment,1,2,839.6,1288.9,3,0,1,34.0,9.8,3.0,False,True,Excellent,Electric,8660395.81
494,2025-05-29,Nashik,Nashik,Apartment,4,3,2476.4,5626.6,2,18,3,6.7,3.6,4.2,True,False,Fair,Solar,24324249.63
495,2024-07-02,Mumbai,,Independent House,1,1,868.8,,2,18,0,39.3,,,True,True,Poor,,8516291.21
496,2025-12-18,Pune,Pune,Villa,3,2,2230.2,3678.0,2,35,3,39.6,7.8,3.2,False,False,Excellent,Gas,20337379.79
497,2025-10-28,Pune,,Independent House,1,2,1106.0,,1,19,1,18.2,,,True,True,Excellent,,11667862.71
498,2025-10-04,Pune,Pune,Apartment,3,3,1718.7,4118.7,1,10,2,39.0,2.6,2.2,False,False,Excellent,Gas,15939779.0
499,2024-01-12,Nashik,Nashik,Apartment,4,5,1533.3,3087.8,2,11,0,31.3,8.8,4.0,False,False,Excellent,Electric,15828153.66
500,2025-10-22,Nagpur,Nagpur,Villa,1,1,810.5,1541.7,3,37,3,11.7,7.7,4.4,True,False,Good,Gas,6968394.08
501,2025-08-21,Thane,Thane,Independent House,3,2,1139.9,2551.2,1,25,3,22.7,5.8,4.4,False,True,Excellent,Gas,12029941.04
502,2024-09-19,Thane,Thane,Apartment,4,5,2542.7,2816.0,2,11,2,5.8,2.2,2.6,True,True,Excellent,Gas,25674508.57
503,2025-08-13,Pune,,Villa,3,2,1025.0,,3,27,0,10.7,,,False,False,Fair,,10412266.98
504,2024-05-11,Nashik,Nashik,Villa,1,2,1166.7,1670.6,1,2,1,12.7,8.5,4.9,True,False,Excellent,Solar,11359169.69
505,2025-07-31,Nashik,Nashik,Independent House,1,1,1484.7,1806.2,2,29,3,37.7,2.3,2.6,False,True,Good,Electric,13989355.25
506,2025-10-17,Nashik,Nashik,Villa,3,3,1689.5,4138.8,1,1,0,11.5,5.8,4.1,False,True,Fair,Gas,16960313.72
507,2025-06-25,Mumbai,Mumbai,Independent House,2,1,1743.0,4307.4,1,24,3,38.1,8.0,2.4,False,False,Fair,Solar,15428252.14
508,2024-05-10,Thane,,Independent House,1,1,1469.9,,2,20,1,14.5,,,False,False,Good,,13524714.31
509,2024-12-28,Nagpur,Nagpur,Independent House,4,4,1842.0,4394.7,3,3,2,28.6,3.2,3.8,False,True,Fair,Electric,19175973.13
510,2024-04-05,Pune,Pune,Apartment,5,4,2079.6,4138.2,1,19,2,16.9,3.8,2.3,True,True,Excellent,Solar,21295968.02
511,2025-09-23,Mumbai,Mumbai,Independent House,1,1,1242.7,2989.3,1,32,3,20.4,7.2,4.0,True,False,Excellent,Solar,12014215.67
512,2025-01-10,Mumbai,Mumbai,Independent House,1,1,949.2,1953.3,1,33,3,38.6,7.1,4.6,True,True,Fair,Gas,9235627.27
513,2024-11-08,Pune,Pune,Independent House,2,1,1068.3,2542.1,1,21,0,12.3,5.3,2.8,True,False,Excellent,Electric,10428147.25
514,2024-01-10,Nashik,Nashik,Villa,3,3,2257.9,4429.4,2,0,2,14.8,1.0,4.7,True,False,Good,Gas,22028560.98
515,2024-10-02,Thane,Thane,Villa,1,1,448.3,497.5,3,31,2,9.8,4.6,2.9,False,True,Poor,Gas,4414964.74
516,2025-05-05,Pune,Pune,Villa,3,3,2029.0,2546.2,2,12,0,6.2,4.8,3.0,True,True,Excellent,Electric,20761814.88
517,2025-05-27,Nashik,nashik,Independent House,2,3,916.4,1424.9,2,8,3,6.1,9.6,4.4,True,True,Good,Gas,10050997.56
518,2024-10-14,Pune,Pune,Villa,3,4,1300.8,2221.8,2,0,2,20.0,7.8,2.7,True,True,Good,Solar,13639909.02
519,2024-01-19,Nagpur,Nagpur,Apartment,4,3,1642.7,3212.4,1,32,1,9.9,2.2,2.1,True,True,Excellent,Electric,16725438.05
520,2024-12-25,Nashik,Nashik,Apartment,3,2,1142.8,1794.9,2,14,0,20.9,6.8,2.9,False,False,Fair,Gas,11257285.41
521,2024-11-07,Nashik,Nashik,Independent House,4,5,1506.8,2104.7,2,20,2,36.4,1.9,2.6,False,False,Excellent,Solar,15271199.56
522,2025-10-06,Pune,Pune,Apartment,1,1,557.1,1192.3,3,23,2,10.3,3.5,3.8,True,True,Excellent,Solar,5880197.61
523,2024-07-15,Pune,Pune,Independent House,4,3,2517.4,6031.0,1,28,2,12.8,5.3,4.3,True,True,Fair,Solar,24750776.01
524,2024-10-07,Thane,Thane,Apartment,5,6,2548.4,6053.0,1,7,3,17.3,9.4,3.5,True,True,Fair,Gas,25938689.74
525,2024-10-05,Thane,Thane,Apartment,4,3,1670.3,2994.9,3,25,0,7.5,7.8,3.2,False,False,Good,Solar,16283597.37
526,2024-02-16,Pune,Pune,Villa,4,4,1655.2,3460.7,3,32,2,12.8,3.0,4.1,True,True,Excellent,Solar,17802447.2
527,2025-12-23,Mumbai,Mumbai,Villa,3,3,2119.3,4237.3,1,3,1,21.8,1.0,3.0,False,False,Good,Electric,21059758.28
528,2025-10-03,Nashik,Nashik,Independent House,2,3,1835.6,4136.4,1,0,2,7.9,9.7,3.6,True,False,Good,Electric,17666543.33
529,2024-06-29,Pune,Pune,Villa,4,5,1572.6,2072.5,1,25,3,15.4,9.1,2.3,True,False,Good,Solar,16132522.91
530,2024-05-20,Thane,Thane,Apartment,1,1,1413.8,1927.0,1,38,0,17.6,5.1,3.9,False,True,Excellent,Electric,13366803.44
531,2024-12-12,Thane,Thane,Apartment,1,2,1319.9,1696.2,1,2,2,6.6,6.6,2.0,True,True,Good,Gas,13249757.08
532,2024-04-15,Mumbai,Mumbai,Apartment,1,1,861.6,1348.0,1,19,1,3.2,7.2,3.9,True,True,Poor,Gas,8815034.15
533,2024-04-22,Pune,Pune,Villa,2,2,1856.4,2425.0,3,24,2,9.8,8.9,3.2,True,False,Fair,Gas,17425905.78
534,2024-04-16,Nashik,Nashik,Villa,1,1,1312.5,1721.4,2,38,2,24.4,7.1,2.5,False,False,Fair,Electric,11293257.65
535,2025-08-14,Mumbai,Mumbai,Independent House,2,1,1793.5,3925.7,1,9,2,6.8,5.0,4.4,False,True,Fair,Gas,16989156.9
536,2025-01-27,Pune,Pune,Villa,4,4,2866.0,4433.8,2,22,3,28.0,4.7,4.4,False,True,Poor,Solar,28412373.63
537,2025-04-30,Thane,Thane,Apartment,1,2,1147.7,2109.2,3,26,1,28.4,3.1,2.0,True,False,Excellent,Electric,10651510.3
538,2025-01-21,Pune,,Independent House,1,1,875.9,,3,29,3,10.5,,,True,True,Poor,,8885666.7
539,2024-07-05,Pune,Pune,Apartment,4,3,1723.2,3915.8,1,30,0,6.7,2.3,2.7,True,False,Fair,Electric,17293879.98
540,2025-03-09,Nagpur,Nagpur,Villa,3,4,1114.7,1673.7,1,0,0,35.4,1.3,4.3,True,True,Fair,Solar,12687043.7
541,2024-07-07,Nagpur,Nagpur,Independent House,1,1,714.0,1758.2,3,17,3,39.1,2.1,2.6,True,True,Excellent,Solar,7229789.06
542,2024-10-15,Pune,Pune,Apartment,3,3,1075.1,1430.7,2,24,3,8.6,2.0,2.2,False,True,Excellent,Gas,11400961.03
543,2024-11-18,Mumbai,Mumbai,Villa,1,1,811.2,1121.4,1,35,1,11.5,9.8,3.7,False,True,Excellent,Electric,7251875.79
544,2024-06-02,Thane,Thane,Villa,4,3,1513.3,3257.5,3,20,2,39.0,7.3,2.3,False,True,Poor,Solar,14337436.42
545,2025-06-12,Thane,Thane,Independent House,2,1,1593.8,1928.9,3,29,0,38.2,3.1,2.6,True,True,Fair,Electric,15171037.5
546,2024-01-16,Mumbai,Mumbai,Villa,3,4,1600.2,1849.9,3,27,3,10.3,10.0,3.8,True,False,Excellent,Electric,15507823.35
547,2025-03-28,Nashik,Nashik,Apartment,3,2,1860.2,2775.7,2,4,2,4.5,2.6,4.3,False,False,Excellent,Solar,18381815.27
548,2025-11-29,Mumbai,Mumbai,Villa,2,2,1026.0,2359.7,3,26,1,18.2,5.6,3.9,False,False,Fair,Solar,9793391.11
549,2025-02-01,Pune,Pune,Independent House,4,5,2827.6,5880.4,3,15,0,7.0,1.9,3.1,False,True,Excellent,Electric,28287348.55
550,2025-05-12,Thane,Thane,Independent House,1,1,799.3,1080.9,1,5,3,31.0,2.8,3.0,False,False,Poor,Gas,7560067.53
551,2024-08-06,Nagpur,Nagpur,Apartment,1,1,1475.2,2945.0,2,9,0,39.5,8.0,2.2,False,False,Poor,Electric,13149514.37
552,2024-04-04,Mumbai,Mumbai,Villa,1,1,1495.9,2493.9,2,17,3,35.0,5.7,4.0,False,True,Fair,Electric,14160263.35
553,2025-11-14,Mumbai,Mumbai,Apartment,3,3,1737.1,3213.1,1,30,3,14.8,7.2,3.2,True,True,Fair,Solar,17534958.06
554,2024-01-04,Thane,Thane,Apartment,6,7,2678.1,2999.1,2,20,1,20.5,3.8,4.4,False,False,Poor,Solar,26987339.81
555,2025-01-07,Nashik,nashik,Villa,2,3,1722.3,2907.6,3,12,1,24.4,2.9,2.6,True,True,Excellent,Solar,17165411.1
556,2025-01-17,Nagpur,Nagpur,Independent House,1,1,300.0,477.9,3,22,3,21.4,7.9,2.3,True,False,Good,Solar,2797112.47
557,2025-05-23,Mumbai,Mumbai,Independent House,3,4,1123.2,2232.7,3,27,0,39.8,8.3,2.3,True,False,Excellent,Solar,11217300.5
558,2025-04-20,Nashik,Nashik,Independent House,1,2,880.6,2018.6,1,18,1,31.3,6.0,2.3,False,True,Poor,Gas,8608197.4
559,2024-02-03,Nagpur,nagpur,Apartment,5,5,2310.9,5387.7,2,17,2,33.7,8.2,3.2,True,True,Fair,Solar,23222044.74
560,2024-06-26,Nagpur,Nagpur,Villa,3,2,1788.3,4452.8,1,36,3,8.5,6.8,4.5,False,True,Good,Electric,17012349.62
561,2025-03-23,Mumbai,mumbai,Independent House,2,3,1593.8,3162.2,2,7,2,33.7,2.4,3.0,True,True,Good,Gas,16551328.5
562,2024-10-31,Pune,Pune,Apartment,1,2,1038.3,1178.9,3,24,1,39.4,6.7,4.3,True,True,Poor,Electric,9932178.31
563,2024-07-03,Nashik,Nashik,Villa,1,2,1283.6,2559.1,3,1,0,5.3,9.3,2.4,True,False,Fair,Gas,12056691.88
564,2024-11-01,Pune,pune,Apartment,1,1,1050.4,1870.9,3,4,0,9.2,4.8,4.7,False,True,Excellent,Gas,10752401.24
565,2025-01-08,Pune,Pune,Apartment,6,7,3074.5,5734.2,1,38,2,37.1,2.7,2.1,True,True,Excellent,Electric,30660599.9
566,2025-02-13,Thane,Thane,Villa,4,3,1634.5,2424.2,1,17,0,14.6,6.0,2.9,False,False,Good,Gas,16195178.8
567,2025-09-02,Nagpur,Nagpur,Villa,2,2,1097.5,2104.0,3,6,2,7.5,2.9,4.2,False,False,Excellent,Solar,10408970.65
568,2025-10-22,Thane,Thane,Independent House,2,2,1252.4,2814.2,2,40,1,35.7,9.6,2.8,False,False,Fair,Electric,11248597.55
569,2025-12-05,Nashik,nashik,Villa,3,3,1809.4,2896.5,1,11,1,26.6,4.3,4.3,True,True,Good,Electric,18403506.34
570,2024-11-21,Nagpur,Nagpur,Apartment,1,2,1098.6,1801.4,3,4,1,21.6,1.9,2.8,True,False,Good,Gas,10687282.74
571,2024-10-18,Nagpur,Nagpur,Villa,3,3,1691.1,2154.0,1,7,2,24.1,3.1,2.1,True,True,Excellent,Solar,16895597.32
