Gender,Age,AnnualIncome,DeviceType,TimeSpentOnSite,PagesViewed,PreviousPurchases,DiscountOffered,EmailOpened,AdClicked,MembershipType,Purchase
Female,34,34160.51,Mobile,7.08,4,0,No,Yes,No,Basic,No
Male,57,57687.49,Mobile,1.71,5,0,No,Yes,No,Premium,No
Female,38,73341.92,Desktop,1.23,8,3,Yes,Yes,No,Basic,Yes
Male,40,52717.56,Mobile,1.57,5,0,Yes,Yes,No,Basic,No
Male,37,76061.39,Mobile,1.84,5,2,Yes,No,No,No Membership,No
Male,28,50111.95,Mobile,1.57,6,0,Yes,Yes,Yes,Basic,Yes
Male,51,32006.48,Mobile,6.45,4,0,No,Yes,No,No Membership,No
Male,27,61735.11,Mobile,0.74,8,3,Yes,No,Yes,No Membership,Yes
Female,27,58569.33,Mobile,2.94,4,1,No,No,No,No Membership,Yes
Male,60,103383.57,Mobile,5.89,3,1,No,Yes,Yes,No Membership,No
Male,23,37988.04,Desktop,2.06,9,1,No,No,Yes,No Membership,Yes
Female,53,50466.75,Desktop,0.41,6,1,No,No,No,Premium,No
Male,41,41844.42,Desktop,0.51,1,1,No,No,No,No Membership,No
Female,29,52435.28,Mobile,0.81,6,4,Yes,Yes,No,Premium,Yes
Female,60,51709.56,Mobile,10.84,6,2,Yes,No,No,Basic,Yes
Female,40,39298.6,Mobile,6.44,2,0,Yes,No,No,No Membership,No
Female,44,63428.28,Mobile,0.4,6,3,Yes,Yes,No,Basic,Yes
Male,62,51145.41,Mobile,2.98,6,1,No,Yes,Yes,Basic,Yes
Female,54,79218.69,Mobile,1.96,3,2,Yes,No,Yes,No Membership,Yes
Male,23,43325.97,Desktop,5.18,5,2,No,Yes,No,Premium,Yes
Male,18,88504.72,Desktop,4.44,3,0,No,Yes,No,Premium,No
Female,23,59965.73,Desktop,3.94,9,1,No,Yes,No,No Membership,No
Male,39,77884.0,Mobile,2.27,6,1,No,Yes,Yes,Basic,Yes
Female,58,57078.16,Desktop,0.89,5,1,No,Yes,No,No Membership,No
Female,41,40948.22,Mobile,8.14,9,0,Yes,No,Yes,Premium,Yes
Female,42,50256.62,Desktop,12.71,6,1,No,No,No,Premium,No
Female,32,30038.17,Mobile,17.31,5,1,Yes,No,No,No Membership,No
Male,43,52992.39,Mobile,0.36,5,1,Yes,Yes,Yes,No Membership,Yes
Male,25,58097.67,Desktop,8.08,4,1,Yes,No,No,Premium,No
Female,41,55823.01,Desktop,7.78,3,6,Yes,No,No,Premium,Yes
Male,55,78942.83,Mobile,17.64,5,0,Yes,Yes,No,No Membership,Yes
Female,23,52315.59,Mobile,1.75,3,0,No,No,No,Premium,No
Female,52,20908.12,Mobile,8.13,7,0,No,No,Yes,No Membership,No
Female,59,118793.17,Tablet,0.34,5,0,No,No,No,Premium,No
Male,18,42569.05,Desktop,5.99,4,0,No,Yes,No,Premium,No
Male,63,72437.41,Tablet,2.59,8,2,No,Yes,No,No Membership,Yes
Male,53,27923.56,Mobile,8.79,3,0,Yes,Yes,No,Basic,No
Male,29,59413.82,Desktop,11.94,4,0,No,Yes,Yes,Premium,Yes
Female,55,40698.18,Desktop,2.72,3,2,No,No,Yes,No Membership,Yes
Male,28,12000.0,Mobile,4.47,7,2,No,Yes,No,No Membership,No
Male,29,49909.42,Mobile,0.75,3,1,No,No,Yes,No Membership,No
Male,59,54098.82,Desktop,3.24,9,2,No,No,Yes,Premium,Yes
Female,56,51060.05,Desktop,2.69,3,2,No,Yes,No,No Membership,Yes
Female,24,59376.04,Desktop,1.21,3,3,No,No,Yes,Basic,Yes
Male,28,50148.85,Desktop,13.49,3,0,Yes,No,Yes,Premium,Yes
Male,53,56244.7,Desktop,0.96,3,1,No,No,Yes,Premium,No
Male,48,58062.02,Desktop,6.06,6,1,No,Yes,No,Basic,No
Male,50,54366.79,Mobile,13.25,8,3,Yes,Yes,No,No Membership,Yes
Female,30,51926.04,Mobile,14.58,0,0,No,No,Yes,Premium,Yes
Female,35,38914.24,Desktop,9.46,3,1,No,Yes,No,No Membership,Yes
Male,58,65700.02,Tablet,1.16,7,2,Yes,No,Yes,Premium,Yes
Male,41,49906.05,Mobile,10.2,3,2,No,Yes,Yes,Premium,Yes
Female,26,48451.14,Mobile,1.94,7,2,Yes,No,Yes,Basic,Yes
Male,48,64221.3,Mobile,15.34,2,1,Yes,Yes,Yes,No Membership,Yes
Female,58,58815.24,Mobile,7.41,6,1,Yes,No,Yes,Premium,Yes
Male,27,42432.03,Mobile,9.23,4,1,No,Yes,No,No Membership,Yes
Male,19,77511.86,Desktop,0.53,5,0,No,No,No,Premium,No
Male,55,33593.97,Mobile,5.24,3,4,Yes,Yes,No,No Membership,Yes
Female,32,36433.46,Desktop,10.33,6,4,No,No,Yes,No Membership,Yes
Female,20,67030.37,Desktop,11.87,6,1,Yes,Yes,No,Basic,Yes
Male,60,86520.44,Tablet,0.17,7,1,No,Yes,No,No Membership,Yes
Male,48,44606.76,Mobile,16.8,3,1,No,No,Yes,Premium,Yes
Male,23,62430.78,Desktop,0.27,2,3,Yes,No,Yes,No Membership,Yes
Male,20,33537.46,Mobile,5.72,8,3,No,No,No,No Membership,Yes
Male,28,38278.26,Mobile,7.09,2,1,No,No,No,Premium,No
Male,32,75379.57,Desktop,0.68,8,3,No,Yes,No,Basic,Yes
Female,62,61583.73,Desktop,0.3,4,0,No,Yes,Yes,Premium,Yes
Male,45,75938.14,Mobile,9.22,7,3,No,Yes,No,Premium,Yes
Male,27,74553.56,Tablet,2.91,4,1,No,Yes,No,Premium,No
Female,55,17388.11,Desktop,0.68,7,3,Yes,Yes,No,Premium,Yes
Male,64,33472.82,Desktop,8.63,3,0,Yes,No,Yes,No Membership,No
Female,24,59940.56,Desktop,11.35,5,3,No,Yes,No,No Membership,Yes
Male,32,24452.38,Mobile,5.31,6,1,No,No,No,Premium,Yes
Female,35,36022.51,Desktop,1.05,8,1,No,Yes,No,Basic,Yes
Female,35,80685.41,Mobile,0.09,7,3,No,Yes,No,No Membership,No
Female,58,45251.81,Desktop,7.24,5,0,No,No,Yes,No Membership,Yes
Female,41,67785.37,Mobile,4.79,9,0,No,No,No,No Membership,Yes
Male,19,54492.97,Mobile,6.31,6,2,No,No,Yes,Basic,Yes
Female,57,42761.15,Desktop,10.07,9,1,Yes,Yes,No,No Membership,Yes
Male,37,25044.23,Mobile,3.42,6,2,No,Yes,No,Basic,Yes
Male,51,59199.44,Mobile,0.8,9,0,No,Yes,No,Basic,No
Male,60,81182.9,Mobile,16.88,5,2,No,Yes,No,Premium,Yes
Female,43,43272.51,Desktop,4.73,8,1,Yes,Yes,No,No Membership,Yes
Male,24,56234.77,Mobile,5.73,4,1,Yes,No,Yes,Basic,Yes
Female,55,27643.8,Mobile,16.26,5,2,Yes,Yes,No,No Membership,Yes
Female,47,42900.85,Mobile,16.09,0,1,Yes,Yes,Yes,Basic,Yes
Female,59,61135.87,Mobile,5.09,2,1,Yes,Yes,No,Basic,No
Female,22,68386.88,Mobile,2.12,2,0,No,No,No,Basic,No
Male,28,65007.08,Desktop,35.09,2,3,No,Yes,No,No Membership,Yes
Male,18,18432.08,Mobile,6.85,2,2,No,Yes,No,Basic,No
Male,51,46775.17,Mobile,3.15,2,1,No,No,No,Basic,No
Male,18,37588.94,Mobile,4.92,2,3,No,No,Yes,Basic,Yes
Male,36,49437.49,Mobile,3.23,11,0,No,Yes,Yes,No Membership,No
Male,19,52998.55,Mobile,13.15,6,3,No,No,Yes,Basic,Yes
Male,38,74194.33,Desktop,3.95,3,3,Yes,No,No,Premium,No
Female,37,60314.27,Mobile,10.41,3,2,No,No,No,Basic,Yes
Female,40,80520.98,Mobile,11.0,5,2,No,Yes,No,Premium,Yes
Male,38,42408.81,Desktop,10.43,5,3,No,Yes,No,No Membership,No
Female,41,29492.62,Mobile,7.68,2,4,Yes,No,Yes,Basic,Yes
Male,21,81194.37,Desktop,11.58,5,3,No,Yes,No,No Membership,Yes
Male,29,62802.19,Mobile,2.94,7,5,No,Yes,No,Basic,Yes
Female,39,41621.11,Mobile,0.73,6,2,Yes,No,No,No Membership,No
Male,37,62880.81,Desktop,11.09,3,2,No,Yes,No,No Membership,No
Male,35,70034.67,Mobile,4.14,6,0,No,Yes,No,Basic,Yes
Female,18,57145.43,Desktop,0.82,1,3,Yes,No,No,Basic,Yes
Female,47,41877.34,Desktop,0.74,11,2,Yes,No,No,Basic,Yes
Female,50,47057.27,Desktop,1.04,4,2,No,No,No,Premium,Yes
Female,41,60231.19,Desktop,8.34,5,2,No,No,Yes,Premium,Yes
Female,31,58579.98,Desktop,7.44,4,1,No,Yes,Yes,Basic,No
Male,53,76820.68,Desktop,1.37,1,0,Yes,No,No,Premium,No
Male,22,50033.62,Desktop,11.26,5,2,No,No,No,Basic,Yes
Male,28,37652.31,Mobile,1.98,6,3,Yes,No,No,Premium,Yes
Male,41,101386.98,Mobile,9.45,7,2,No,Yes,No,Basic,No
Female,48,58140.79,Mobile,4.03,6,0,No,No,No,No Membership,Yes
Male,30,70016.73,Mobile,7.89,8,1,No,No,No,Basic,Yes
Female,33,64393.27,Desktop,2.88,4,2,Yes,No,No,Basic,Yes
Female,41,58358.34,Mobile,2.56,11,0,Yes,Yes,No,Premium,Yes
Female,30,50900.61,Mobile,11.05,7,1,Yes,No,No,Basic,Yes
Female,41,12000.0,Desktop,0.22,8,1,No,No,Yes,No Membership,No
Female,43,35862.02,Mobile,22.07,6,3,Yes,Yes,Yes,No Membership,Yes
Male,19,60924.15,Mobile,6.27,7,1,Yes,No,Yes,Premium,Yes
Female,33,12000.0,Desktop,3.4,2,1,No,Yes,No,No Membership,No
Male,55,56289.13,Desktop,5.93,6,2,Yes,Yes,No,No Membership,Yes
Female,63,66902.15,Desktop,0.79,3,2,Yes,Yes,No,Basic,Yes
Male,18,69999.02,Mobile,4.33,6,1,Yes,No,Yes,No Membership,Yes
Female,28,65766.79,Mobile,25.24,6,0,Yes,Yes,Yes,No Membership,Yes
Female,52,72251.06,Desktop,1.61,3,0,No,No,No,Basic,No
Male,60,83901.0,Mobile,7.69,9,1,Yes,No,Yes,No Membership,Yes
Male,46,74730.12,Desktop,3.43,3,0,Yes,Yes,No,No Membership,Yes
Female,54,58542.97,Desktop,6.34,6,1,No,Yes,No,No Membership,Yes
Male,34,52576.84,Mobile,1.38,5,1,Yes,Yes,No,Basic,Yes
Female,56,57063.48,Mobile,3.81,2,1,No,Yes,No,Basic,No
Female,59,50041.03,Mobile,23.5,6,2,No,No,No,No Membership,Yes
Male,45,75116.45,Desktop,1.3,6,1,No,No,No,Premium,No
Male,46,65297.8,Mobile,6.07,4,2,No,No,No,No Membership,Yes
Male,60,48140.62,Mobile,5.14,8,2,No,Yes,No,No Membership,Yes
Female,20,78833.58,Desktop,5.0,2,2,No,No,No,Basic,No
Male,27,49746.18,Mobile,5.73,6,1,No,No,No,Premium,No
Female,59,37976.11,Mobile,4.19,7,2,No,No,No,Premium,Yes
Male,31,54806.63,Desktop,0.1,4,1,Yes,Yes,No,Basic,No
Female,29,40165.6,Mobile,13.82,4,2,No,Yes,No,No Membership,Yes
Female,64,71851.7,Desktop,10.53,7,1,No,No,No,No Membership,No
Female,59,39782.22,Desktop,1.15,5,2,Yes,No,Yes,Basic,Yes
Male,47,52923.35,Mobile,3.2,1,2,No,No,Yes,No Membership,No
Female,49,71914.73,Tablet,8.83,3,2,Yes,No,Yes,No Membership,No
Female,49,42180.36,Mobile,23.49,5,2,No,Yes,No,No Membership,Yes
Female,59,62400.58,Tablet,18.11,3,1,Yes,No,No,Premium,No
Female,49,37478.52,Mobile,13.78,4,1,Yes,No,No,No Membership,Yes
Male,43,59398.9,Mobile,1.03,5,0,No,Yes,No,No Membership,Yes
Male,18,65210.44,Mobile,14.75,4,2,Yes,Yes,No,No Membership,Yes
Female,59,54241.29,Mobile,12.64,1,0,No,Yes,No,Premium,Yes
Male,19,55603.47,Desktop,2.84,9,0,No,No,No,Premium,No
Female,34,62991.74,Desktop,3.01,3,1,Yes,No,No,Basic,Yes
Female,47,49950.85,Desktop,3.7,10,0,Yes,No,No,Basic,Yes
Male,56,71011.97,Mobile,6.41,2,1,Yes,Yes,Yes,Premium,Yes
Female,24,79680.54,Mobile,1.81,2,0,No,No,Yes,Basic,No
Male,44,38335.88,Desktop,0.14,4,2,No,No,No,Premium,Yes
Female,26,86807.07,Mobile,0.91,7,1,Yes,Yes,No,No Membership,Yes
Female,39,49537.22,Desktop,3.48,5,1,Yes,Yes,No,Basic,Yes
Female,51,90898.21,Desktop,1.99,2,1,Yes,No,No,No Membership,Yes
Male,63,49781.49,Mobile,8.68,6,2,Yes,Yes,Yes,Basic,Yes
Male,18,67732.81,Desktop,0.68,6,3,No,Yes,No,No Membership,No
Female,26,67636.19,Desktop,14.97,4,3,Yes,No,Yes,Basic,Yes
Female,37,48028.39,Desktop,13.54,4,0,Yes,Yes,No,Basic,Yes
Female,36,56307.29,Mobile,14.37,3,0,No,No,Yes,No Membership,Yes
Male,53,80918.21,Mobile,8.07,1,3,No,No,No,No Membership,No
Male,57,49200.72,Mobile,0.68,5,1,No,Yes,No,No Membership,No
Male,62,47484.17,Mobile,3.46,4,0,No,Yes,No,No Membership,No
Female,21,34237.59,Mobile,0.85,2,2,No,No,No,Basic,No
Male,26,83215.94,Desktop,26.39,2,1,No,Yes,No,Premium,Yes
Male,58,46346.02,Desktop,2.43,8,3,No,No,Yes,Premium,Yes
Female,39,76599.64,Desktop,5.28,6,0,Yes,No,No,Premium,Yes
Male,35,44175.61,Mobile,9.07,4,4,No,Yes,No,No Membership,No
Female,29,76034.52,Tablet,15.2,4,2,Yes,No,No,No Membership,Yes
Female,59,69519.58,Mobile,8.45,3,0,No,No,No,No Membership,No
Female,60,50888.23,Desktop,6.73,3,3,No,Yes,No,Premium,Yes
Male,56,41783.03,Tablet,3.76,5,3,No,No,No,No Membership,Yes
Male,26,43245.45,Desktop,5.58,4,4,No,Yes,Yes,Basic,Yes
Female,23,43015.6,Tablet,0.59,7,0,No,Yes,No,No Membership,Yes
Female,36,74173.3,Desktop,12.92,7,1,No,No,No,Premium,Yes
Female,64,57884.15,Mobile,4.71,5,2,Yes,No,No,Basic,Yes
Male,24,34927.8,Mobile,0.25,5,1,No,Yes,No,Premium,No
Female,33,50461.6,Mobile,15.15,4,1,No,No,Yes,No Membership,Yes
Female,22,52641.64,Mobile,4.03,3,1,No,No,Yes,Premium,No
Female,33,16498.2,Desktop,12.18,4,3,No,Yes,No,No Membership,Yes
Female,18,51462.77,Mobile,11.66,2,1,No,No,Yes,Premium,Yes
Female,54,68017.47,Desktop,10.15,2,1,No,Yes,No,No Membership,No
Female,56,52522.7,Mobile,0.38,6,0,No,No,No,Premium,No
Male,36,59579.32,Mobile,1.7,7,0,No,No,No,No Membership,Yes
Male,54,63721.24,Tablet,12.5,2,1,No,Yes,No,No Membership,Yes
Male,34,48833.16,Mobile,13.76,4,0,No,No,No,Premium,Yes
Male,43,68153.58,Desktop,3.68,7,2,Yes,No,Yes,Premium,Yes
Male,39,81234.72,Desktop,3.48,2,2,No,No,No,Basic,Yes
Male,25,27570.54,Mobile,1.16,6,1,Yes,No,Yes,Premium,Yes
Male,50,48792.7,Mobile,20.73,5,1,No,No,Yes,Basic,Yes
Male,19,96933.11,Mobile,1.44,9,1,No,No,No,No Membership,No
Female,47,58070.18,Desktop,1.27,5,3,Yes,No,Yes,Basic,No
Female,64,54372.66,Desktop,6.49,3,1,Yes,No,Yes,Basic,Yes
Male,37,50355.24,Mobile,1.67,5,1,Yes,No,No,No Membership,Yes
Female,35,77939.83,Desktop,16.76,2,1,No,Yes,Yes,Premium,Yes
Female,60,38098.12,Mobile,0.07,15,1,Yes,Yes,Yes,Basic,Yes
Male,27,71671.14,Desktop,0.03,8,2,No,No,Yes,Basic,Yes
Male,41,50018.48,Desktop,4.22,6,7,Yes,Yes,Yes,No Membership,Yes
Female,21,41502.83,Desktop,4.02,4,3,No,Yes,No,Premium,Yes
Female,54,50840.15,Desktop,1.07,10,1,No,No,Yes,Premium,Yes
Female,21,54165.15,Mobile,4.09,3,3,No,No,Yes,Premium,Yes
Male,30,46040.61,Tablet,3.18,3,1,Yes,No,Yes,Basic,No
Male,42,75029.91,Mobile,13.26,6,1,Yes,No,Yes,Premium,Yes
Male,30,41642.49,Desktop,0.06,5,2,Yes,No,Yes,Basic,Yes
Male,35,57521.35,Mobile,22.45,6,2,No,Yes,No,Premium,Yes
Male,41,64673.79,Tablet,5.88,5,3,No,Yes,No,Premium,No
Male,19,57335.01,Desktop,0.99,6,1,Yes,No,No,No Membership,Yes
Female,50,68900.14,Desktop,0.29,6,2,No,No,No,No Membership,No
Female,36,47195.85,Mobile,4.63,8,1,Yes,No,No,Premium,No
Male,26,66207.29,Desktop,1.61,2,0,No,Yes,Yes,Premium,No
Female,45,66740.11,Desktop,2.15,5,1,No,No,No,Premium,No
Male,52,72426.16,Desktop,1.69,4,3,No,No,No,No Membership,No
Male,56,21058.16,Mobile,6.3,2,0,No,Yes,Yes,Premium,Yes
Male,27,64162.83,Mobile,4.84,6,4,No,No,No,No Membership,Yes
Female,18,71222.86,Mobile,0.49,7,1,Yes,Yes,No,Premium,No
Female,59,47593.74,Mobile,4.49,6,3,No,Yes,No,No Membership,Yes
Female,38,45139.21,Mobile,9.4,9,3,No,No,No,Premium,Yes
Male,26,42375.2,Mobile,0.51,4,4,Yes,Yes,No,Premium,Yes
Female,64,36423.9,Mobile,13.23,5,1,Yes,Yes,No,No Membership,Yes
Male,32,66983.68,Mobile,5.18,3,3,No,Yes,Yes,No Membership,Yes
Female,52,96074.25,Mobile,18.05,0,2,No,No,No,Premium,Yes
Female,22,44991.64,Tablet,0.96,8,4,No,Yes,Yes,No Membership,Yes
Male,58,46602.13,Mobile,30.28,5,1,Yes,No,No,Premium,Yes
Female,39,55277.14,Mobile,6.2,7,2,Yes,No,No,No Membership,Yes
Female,58,26164.45,Mobile,5.03,7,2,No,No,No,Basic,No
Male,40,42480.13,Desktop,4.35,5,0,No,No,Yes,No Membership,Yes
Female,24,53974.62,Tablet,0.14,2,2,No,Yes,No,Premium,Yes
Male,40,38909.29,Mobile,16.84,6,2,No,No,No,Basic,Yes
Female,61,76553.94,Mobile,6.2,3,1,No,Yes,No,No Membership,No
Female,42,31711.29,Tablet,0.58,9,1,No,No,No,No Membership,Yes
Female,44,71218.1,Mobile,0.13,2,0,No,No,No,No Membership,No
Female,58,81433.04,Mobile,0.31,3,0,No,No,No,No Membership,No
Female,23,61871.05,Mobile,5.64,11,1,No,No,No,No Membership,Yes
Male,51,52525.89,Mobile,5.71,6,1,No,Yes,No,No Membership,Yes
Female,26,59433.07,Tablet,4.15,1,2,Yes,Yes,No,No Membership,No
Male,50,47069.86,Mobile,2.2,8,0,No,Yes,Yes,Premium,No
Male,23,18350.77,Tablet,4.55,8,2,No,No,Yes,No Membership,No
Male,54,37373.46,Tablet,4.36,8,1,No,No,No,No Membership,Yes
Male,48,54798.78,Desktop,0.12,3,2,No,Yes,Yes,Premium,Yes
Female,51,38067.64,Mobile,1.99,8,0,Yes,Yes,Yes,No Membership,Yes
Male,58,47563.79,Mobile,0.33,7,1,No,No,No,Basic,Yes
Female,46,63625.22,Mobile,13.82,4,1,No,Yes,No,No Membership,Yes
Male,31,57610.44,Mobile,7.75,6,1,Yes,Yes,No,Basic,Yes
Male,53,74052.55,Desktop,33.3,7,6,No,No,No,No Membership,Yes
Female,53,60295.02,Mobile,2.16,2,1,No,Yes,No,Premium,No
Male,32,61353.47,Tablet,12.65,8,4,Yes,Yes,Yes,Premium,Yes
Male,25,42178.79,Mobile,5.54,14,2,Yes,Yes,No,No Membership,Yes
Female,43,31040.09,Desktop,3.62,6,3,Yes,No,Yes,Basic,Yes
Male,53,47567.4,Desktop,1.51,2,2,Yes,Yes,No,Premium,Yes
Female,38,41910.67,Mobile,8.05,3,2,No,No,Yes,No Membership,No
Male,45,51998.18,Mobile,14.07,5,4,No,No,No,Basic,Yes
Male,21,35811.31,Mobile,1.61,8,1,Yes,No,No,Basic,Yes
Female,33,70164.8,Mobile,1.16,5,2,Yes,No,Yes,No Membership,Yes
Male,39,41844.25,Mobile,7.15,1,0,Yes,Yes,Yes,No Membership,Yes
Male,29,48452.16,Mobile,22.63,4,1,No,No,No,Basic,Yes
Male,33,54636.54,Mobile,8.32,7,4,No,No,No,Basic,Yes
Male,57,75217.19,Tablet,2.01,12,2,Yes,Yes,No,No Membership,Yes
Female,55,86656.47,Mobile,3.27,1,0,No,No,No,No Membership,No
Male,59,87893.95,Mobile,2.91,6,1,No,Yes,No,No Membership,Yes
Female,54,31927.68,Mobile,11.47,2,2,No,No,No,Premium,Yes
Female,46,48283.47,Mobile,8.85,1,1,No,Yes,Yes,No Membership,Yes
Male,35,44859.04,Mobile,5.33,12,1,No,Yes,No,No Membership,Yes
Female,27,61665.56,Tablet,1.93,5,1,No,No,No,Premium,No
Male,59,60567.09,Mobile,16.68,9,1,Yes,Yes,No,No Membership,Yes
Female,56,44505.97,Mobile,6.36,3,1,No,Yes,Yes,Premium,No
Male,35,43085.14,Mobile,21.14,4,2,No,No,Yes,Basic,Yes
Female,18,37046.19,Mobile,5.21,3,3,No,Yes,Yes,Basic,No
Male,56,12000.0,Mobile,10.33,1,3,No,Yes,No,No Membership,No
Male,38,31633.04,Desktop,10.06,4,1,Yes,Yes,Yes,Premium,Yes
Female,18,70601.94,Mobile,2.47,6,1,No,No,No,Basic,No
Female,32,81364.68,Mobile,19.95,5,3,No,Yes,No,No Membership,Yes
Male,21,79261.44,Desktop,0.13,4,1,No,No,No,No Membership,Yes
Male,37,71366.21,Mobile,8.78,6,3,Yes,Yes,No,Basic,Yes
Female,27,36785.04,Mobile,20.21,4,3,Yes,Yes,No,Premium,Yes
Female,40,33738.0,Tablet,2.48,2,3,No,No,Yes,No Membership,No
Female,58,22401.58,Mobile,6.27,7,0,No,No,No,No Membership,No
Female,51,44502.45,Desktop,4.96,3,2,No,No,No,Basic,Yes
Female,63,56567.91,Mobile,8.6,3,0,No,Yes,No,No Membership,No
Female,50,36859.88,Mobile,12.07,4,1,No,Yes,No,Premium,Yes
Male,51,62759.59,Mobile,5.54,4,4,No,Yes,No,Premium,Yes
Male,56,66733.44,Mobile,10.15,5,1,No,No,Yes,Basic,No
Female,27,46459.17,Mobile,2.25,1,2,No,No,No,No Membership,No
Female,37,30879.68,Mobile,1.56,1,1,Yes,No,No,Premium,Yes
Male,18,79856.68,Desktop,3.38,5,1,No,Yes,No,Basic,Yes
Male,30,55632.56,Desktop,6.79,2,0,No,No,Yes,No Membership,No
Female,18,89941.71,Mobile,1.24,2,1,No,No,No,Basic,No
Female,22,56662.82,Desktop,6.84,7,2,No,Yes,No,Basic,Yes
Male,33,57919.83,Desktop,3.01,2,1,No,Yes,No,Basic,Yes
Male,32,37639.06,Desktop,9.53,5,1,No,No,No,Basic,No
Male,45,47376.22,Mobile,0.23,5,1,No,No,No,No Membership,No
Male,48,26941.55,Desktop,6.62,6,2,No,No,No,Basic,No
Male,40,30814.76,Mobile,6.3,6,1,No,Yes,No,No Membership,Yes
Male,62,68340.97,Mobile,16.97,3,1,No,Yes,Yes,Basic,Yes
Female,60,49913.5,Mobile,7.5,6,0,Yes,No,Yes,Basic,No
Male,34,47392.16,Desktop,9.55,9,1,No,No,No,Basic,Yes
Female,51,41672.33,Tablet,14.1,3,1,Yes,No,Yes,No Membership,Yes
Female,30,48060.57,Tablet,6.74,4,0,No,No,No,No Membership,No
Male,31,75395.14,Mobile,2.06,3,2,Yes,No,No,Basic,Yes
Female,28,57595.99,Tablet,12.23,4,0,No,Yes,Yes,Basic,No
Male,45,33759.73,Mobile,8.26,9,1,No,Yes,Yes,Basic,Yes
Female,59,73546.92,Mobile,3.31,3,3,Yes,Yes,No,Basic,Yes
Male,49,86050.69,Mobile,7.44,3,1,No,Yes,No,Premium,No
Female,52,63904.68,Mobile,12.14,4,1,Yes,No,No,No Membership,Yes
Female,48,71043.22,Desktop,22.29,6,2,Yes,Yes,No,Basic,Yes
Male,34,76974.09,Mobile,18.26,3,2,No,No,No,No Membership,Yes
Male,64,25181.11,Tablet,2.36,5,2,Yes,Yes,No,Basic,Yes
Female,26,88556.87,Mobile,3.29,2,3,Yes,Yes,No,No Membership,Yes
Female,27,74778.65,Mobile,0.7,5,2,No,Yes,Yes,No Membership,Yes
Male,25,63799.38,Tablet,1.71,4,3,Yes,Yes,No,No Membership,Yes
Female,38,52741.71,Mobile,12.84,11,1,No,Yes,No,No Membership,No
Male,30,30929.64,Desktop,2.69,5,0,Yes,Yes,No,No Membership,Yes
Female,22,49034.78,Desktop,5.81,7,1,No,No,No,No Membership,Yes
Male,23,63071.15,Mobile,6.58,5,2,No,Yes,No,Premium,Yes
Female,47,35121.55,Desktop,9.13,2,4,No,No,No,Basic,No
Male,48,53744.55,Mobile,1.21,6,1,Yes,No,No,No Membership,Yes
Male,34,33696.26,Desktop,2.18,5,0,No,No,No,No Membership,No
Male,28,48076.76,Mobile,3.57,2,1,Yes,Yes,No,Premium,Yes
Male,37,30652.71,Mobile,2.72,5,1,No,Yes,No,Basic,Yes
Female,26,28760.03,Mobile,24.41,4,0,Yes,No,No,No Membership,Yes
Male,19,61121.61,Mobile,10.81,4,1,No,No,Yes,No Membership,No
Female,54,44564.36,Desktop,3.92,5,1,No,No,No,Basic,No
Male,18,46255.77,Tablet,12.69,4,0,Yes,Yes,No,No Membership,Yes
Male,21,43598.01,Desktop,2.56,6,0,Yes,Yes,Yes,Basic,Yes
Male,53,104016.12,Mobile,9.25,4,1,No,No,No,Premium,Yes
Male,42,65932.61,Tablet,1.52,6,1,No,No,No,Basic,No
Male,20,67865.38,Mobile,8.88,5,1,No,No,No,Premium,Yes
Male,26,41042.52,Desktop,3.66,3,0,No,Yes,Yes,Premium,Yes
Male,39,64085.51,Desktop,0.68,3,1,No,Yes,No,Basic,Yes
Male,40,50901.02,Mobile,1.92,6,3,Yes,No,No,Premium,Yes
Female,29,40897.9,Desktop,3.09,4,0,Yes,No,No,Basic,Yes
Female,27,89723.65,Mobile,8.3,5,1,Yes,No,Yes,Premium,Yes
Male,51,65310.24,Desktop,0.45,3,2,Yes,Yes,No,No Membership,Yes
Male,60,64402.1,Desktop,6.46,6,3,No,Yes,No,Basic,No
Female,27,37508.79,Tablet,7.55,8,0,No,Yes,Yes,Premium,Yes
Female,47,32136.23,Desktop,6.37,1,3,No,No,No,Basic,Yes
Female,39,53964.07,Mobile,8.58,6,2,Yes,No,No,Basic,No
Male,23,44676.75,Desktop,1.18,5,0,No,Yes,No,Premium,Yes
Female,19,66027.54,Mobile,5.31,5,1,Yes,No,Yes,Premium,Yes
Female,47,67226.7,Mobile,17.0,6,2,No,No,No,No Membership,Yes
Female,19,56179.06,Tablet,5.66,9,0,No,Yes,Yes,Premium,No
Female,49,69898.84,Tablet,5.67,6,2,No,No,No,Basic,Yes
Male,59,58479.48,Desktop,8.0,7,1,No,Yes,No,Basic,No
Male,33,39309.59,Mobile,2.43,3,0,Yes,No,No,Basic,No
Female,29,51431.06,Desktop,7.23,5,1,Yes,No,Yes,No Membership,No
Female,18,57443.19,Tablet,14.88,4,1,No,Yes,No,Basic,Yes
Male,25,71720.65,Mobile,0.07,7,1,No,No,Yes,Basic,No
Male,30,59049.12,Mobile,12.25,2,0,Yes,Yes,No,Basic,Yes
Male,32,44713.89,Desktop,1.48,4,2,No,Yes,No,No Membership,No
Male,61,72391.08,Desktop,3.65,8,1,No,No,No,Premium,Yes
Female,25,61853.61,Tablet,11.48,1,2,No,Yes,No,Basic,Yes
Female,27,82822.13,Mobile,10.42,4,2,No,No,No,No Membership,Yes
